job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency,posted_date,deadline,job_description
"Fullstack ( Reactjs , Java ) Developer",Software Engineer,2,Hà Nội,CÔNG TY TNHH NOVABYTE SOFTWARE,onsite,15000000,18000000,VND,3/9/2026,5/4/2026,"- Tham gia phát triển và nâng cấp hệ thống web sử dụng ReactJS (Frontend) và Java (Backend)
- Phối hợp với BA, Tester và các thành viên trong team để phân tích và triển khai tính năng
- Thực hiện coding, unit test và fix bug theo yêu cầu dự án
- Đảm bảo chất lượng code và tiến độ được giao
- Chi tiết dự án trao đổi trong buổi phỏng vấn
- Thời gian làm việc: từ thứ 2 đến sáng thứ 7.
- Phỏng vấn: Offline"
React Native Developer,Software Engineer,4,Hà Nội,CÔNG TY TNHH NOVABYTE SOFTWARE,onsite,25000000,30000000,VND,3/9/2026,5/4/2026,"- Phát triển và duy trì các ứng dụng đa nền tảng sử dụng React Native và Expo (bao gồm Expo Web).
- Tích hợp và sử dụng các RESTful APIs, đảm bảo xử lý dữ liệu hiệu quả và quản lý state tối ưu.
- Triển khai animation và transition nhằm nâng cao trải nghiệm người dùng bằng Reanimated, Moti hoặc các thư viện tương tự.
- Viết code sạch, dễ bảo trì và có tài liệu rõ ràng theo các best practices hiện đại của React Native và TypeScript.
- Phối hợp với đội ngũ UI/UX để chuyển đổi thiết kế thành các tính năng tương tác.
- Tối ưu hiệu năng ứng dụng, quản lý quá trình build và xử lý các vấn đề đặc thù theo từng nền tảng.
- Tham gia vào quá trình review code, kiểm thử và triển khai (deployment).
- Duration: 2 tháng"
Flutter Developer,Mobile Developer,2,Hà Nội,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,onsite,,,,3/9/2026,6/4/2026,"Tham gia phát triển các hệ thống phần mềm trên hệ điều hành iOS, Android bao gồm:
Tham gia phân tích yêu cầu khách hàng và xây dựng tài liệu giải pháp.
Phát triển và sửa lỗi các tính năng.
Đóng góp vào các hoạt động chia sẻ tri thức và cải tiến liên tục"
Backend Engineer - Python / Java / Nodejs /Go /Net,"Backend Developer, IT - Phần mềm, Game",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,onsite,20000000,65000000,VND,3/9/2026,5/4/2026,"Thiết kế, phát triển, tối ưu và duy trì hệ thống backend cho dự án theo tài liệu SRS.
Phân tích và thiết kế kiến trúc hệ thống (microservices, event-driven, v.v.) ở mức high-level và low-level, bao gồm sơ đồ kiến trúc.
Phát triển logic xử lý dữ liệu và triển khai API (RESTful, GraphQL hoặc gRPC) để giao tiếp với VR App và User Website.
Tối ưu hóa hiệu suất API, xử lý các bài toán phức tạp như quản lý session trong hệ thống phân tán.
Thiết kế cấu trúc cơ sở dữ liệu (SQL/NoSQL) dựa trên yêu cầu dữ liệu của hệ thống, đảm bảo bảo mật dữ liệu và phân quyền truy cập.
Tối ưu hóa truy vấn (query optimization) và lập chỉ mục (indexing) để tăng tốc độ truy xuất.
Phối hợp với vị trí chức năng khác như BA, Database, Frontend, Devops để đảm bảo yêu cầu và tiến độ công việc.
Hỗ trợ các thành viên trong team về giải pháp kỹ thuật và định hướng giải quyết các vấn đề gặp phải.
Nghiên cứu các công nghệ và thực hiện seminar, các buổi hướng dẫn kỹ thuật cho nhân sự trong team."
Lập Trình Viên Java,"Fullstack Developer, IT - Phần mềm, IT - Phần cứng và máy tính, Viễn thông",3,Hà Nội,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,onsite,25000000,35000000,VND,3/9/2026,30/04/2026,"Phát triển và bảo trì cả frontend lẫn backend cho ứng dụng web.
Hợp tác cùng UX/UI Designer, Product Owner và các lập trình viên khác để mang lại trải nghiệm người dùng liền mạch.
Thiết kế và triển khai API RESTful, đồng thời tích hợp dịch vụ bên thứ ba.
Tối ưu hiệu năng, khả năng mở rộng và tốc độ phản hồi của hệ thống.
Viết mã sạch, dễ đọc và dễ bảo trì theo chuẩn phát triển phần mềm.
Thực hiện kiểm thử đơn vị (unit test) và kiểm thử tích hợp (integration test) nhằm đảm bảo chất lượng.
Nhanh chóng xác định, phân tích và khắc phục lỗi phần mềm.
Tham gia đầy đủ quy trình Agile/Scrum: lập kế hoạch sprint, code review, daily stand-up,…
Thu thập, phân tích yêu cầu nghiệp vụ; viết tài liệu phân tích, đặc tả kỹ thuật; thiết kế kiến trúc hệ thống và sơ đồ cơ sở dữ liệu"
React Native Developer,"Mobile Developer, An ninh mạng, IT - Phần cứng và máy tính, IT - Phần mềm",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,25000000,VND,3/9/2026,5/4/2026,"- Thiết kế và phát triển hệ thống front-end (giao diện người dùng) cho sản phẩm, dịch vụ
Ngân hàng số được phát triển, cụ thể:
- Phát triển ứng dụng mobile app cho React Native.
- Nhận bàn giao các file thiết kế, graphic asset từ UIUX designer, mô tả chức năng, hệ
thống từ BA BU và BA IT.
- Phối hợp với Kỹ sư DevOps và Kỹ sư Back-end quy trình khác, phát triển toàn bộ hệ
thống ứng dụng.
- Tham gia quản trị kiến trúc tổng thể của giải pháp.
- Tuân thủ các tiêu chuẩn tích hợp APIS (ie Open Api, Oauth2 etc).
- Thực hiện phát triển theo các tiêu chí an toàn bảo mật cao nhất.
- Tích hợp chức năng theo dõi ứng dụng cho các use case phân tích (firebase analytics,
Facebook Pixel, Google Analytics ...)
- Xây dựng chiến lược kiểm thử ứng dụng cho phần mềm mình phụ trách unit test, SIT,
regression test, application test, UI test, performance test, security test, đảm bảo an toàn
chất lượng ứng dụng.
- Đảm bảo ứng dụng làm việc tốt trên thiết bị, hệ điều hành, trình duyệt khác nhau (99%
coverage).
- Phát hành ứng dụng trên app store."
Intern AI - ERP - Software Developer,"Software Engineer, IT - Phần mềm, Marketing / Quảng cáo, Thương mại điện tử",,Hồ Chí Minh,CÔNG TY TNHH T4 TEK,onsite,,,,2/23/2026,21/03/2026,"Tham gia thiết kế, lập trình sản phẩm phần mềm quản lý doanh nghiệp (
ERP
)
Hệ thống phần mềm nên nền tảng
Odoo
, ngôn ngữ lập trình
Python, Java, PHP, HTML, CSS, mobile app, Embedded, IoT
... theo ứng dụng, chuyên môn thực tập.
Thực hiện công việc chuyên môn theo kế hoạch được giao
Được đào tạo, nghiên cứu tài liệu chuyên ngành
Tham gia các khoá đào tạo, hội thảo theo hướng dẫn
Viết tài liệu, slide, present công việc đã thực hiện, nghiên cứu
Báo cáo công việc chủ động theo kế hoạch
Nghiệp vụ thực hiện:
Bao gồm tất cả các chuyên môn, nghiệp vụ trong quy trình lập trình phần mềm."
"Senior Backend Developer (Node.Js) (Không Yêu Cầu Tiếng Anh , Nghỉ T7,CN) - Lương Upto 50 Triệu/Tháng","Backend Developer, IT - Phần mềm",3,Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ZENIFY,onsite,50000000,50000000,VND,2/23/2026,31/03/2026,"Chúng tôi đang tìm kiếm
Senior Backend Developer (Node.js) (Không yêu cầu tiếng Anh)
gia nhập đội ngũ phát triển theo
mô hình Agile
, cùng xây dựng và phát triển các hệ thống phần mềm có khả năng mở rộng, hiệu năng cao.
Bạn sẽ đóng vai trò chính trong việc:
Phát triển toàn bộ
logic phía server, đảm bảo tốc độ xử lý nhanh và ổn định.
Thiết kế, xây dựng và bảo trì
cơ sở dữ liệu, tích hợp nhiều nguồn dữ liệu trong cùng một hệ thống.
Tham gia thiết kế kiến trúc hệ thống
, tối ưu hiệu năng và khả năng mở rộng.
Xây dựng các RESTful API bảo mật
, xử lý xác thực và phân quyền người dùng.
Bảo trì, vận hành
và
cải tiến hệ thống
hiện tại nhằm đảm bảo tính ổn định, an toàn và khả dụng.
Viết tài liệu kỹ thuật, thực hiện code review và mentoring
cho các thành viên trong nhóm."
Trưởng Phòng Công Nghệ Thông Tin,"Software Engineer, IT - Phần mềm",2,Phú Thọ,CÔNG TY CỔ PHẦN DƯỢC PHẨM VĨNH PHÚC,onsite,,,,3/9/2026,30/04/2026,"1. Tham mưu chiến lược, định hướng phát triển CNTT, kế hoạch ứng dụng CNTT
- Tham mưu cho Ban TGĐ và trưởng phòng NSHC về chiến lược, định hướng và các giải pháp ứng dụng CNTT phù hợp với điều kiện SXKD theo từng giai đoạn.
- Xây dựng và triển khai kế hoạch phát triển hệ thống thông tin toàn Công ty dựa trên chiến lược và kế hoạch phát triển của Công ty.
2. Xây dựng, quản trị hệ thống CNTT, hệ thống giám sát, thông tin liên lạc của công ty được vận hành an toàn, hiệu quả
- Quản lý việc thiết lập và quản trị hệ thống an ninh mạng đảm bảo chế độ bảo mật. Quản lý hệ thống Domain controler, file server, Backup, Restore, Antivirus. - Quản trị hệ thống mạng Lan, Wan, load balancing, wifi access point.
- Quản lý công tác vận hành, sửa chữa, khắc phục sự cố các thiết bị công nghệ thông tin, hệ thống server chủ, hệ thống mạng, hệ thống thoại, hệ thống mail.
- Quản lý và duy trì hệ thống tổng đài tại văn phòng và nhà máy.
- Xây dựng và quản lý hệ thống camera giám sát tại văn phòng, nhà máy.
- Quản lý hệ thống thư điện tử của Công ty.
3. Xây dựng, phát triển phần mềm, đề xuất ứng dụng phần mềm phục vụ hoạt động SXKD công ty
- Tham mưu, đề xuất phát triển các phần mềm, các ứng dụng CNTT phục vụ công tác số hóa của doanh nghiệp.
- Tổ chức, phối hợp với các phòng, đơn vị phân tích yêu cầu phát triển phần mềm phục vụ công tác số hóa
- Đại diện Công ty làm đầu mối làm việc với các nhà cung cấp giải pháp phần mềm
- Tổ chức, quản lý phát triển phần mềm theo yêu cầu, triển khai các dự án phần mềm được phê duyệt
- Số hóa các quy trình làm việc, hệ thống quản lý chất lượng
- Tổ chức hướng dẫn, hỗ trợ cho người dùng sử dụng sản phẩm và xử lý sự cố khi vấn đề xảy ra.
- Tổ chức, quản lý công tác viết tài liệu hướng dẫn sử dụng nội bộ, tài liệu mô tả yêu cầu người dùng, tài liệu đặc tả chức năng hệ thống, vẽ, viết mô tả quy trình nghiệp vụ.
4. Quản lý và phát triển nguồn nhân lực CNTT
- Quản lý và phân công công việc cho các nhân viên công nghệ thông tin trong Bộ phận.
- Tổ chức đào tạo, hướng dẫn, đề xuất tuyển dụng nhân sự trong bộ phận nhằm giúp nhân viên đạt chuẩn năng lực vị trí.
5. Thực hiện các nhiệm vụ khác theo sự phân công của Lãnh đạo Công ty."
Chuyên Viên Triển Khai Phần Mềm Y Tế,"Software Engineer, IT - Phần mềm",1,Cần Thơ,BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,onsite,,,,3/9/2026,4/4/2026,"1. Phân tích & tiếp nhận yêu cầu người dùng
Tìm hiểu, thu thập nhu cầu từ các phòng ban.
Tổng hợp yêu cầu, đề xuất phương án xử lý phù hợp.
2. Triển khai & hỗ trợ phần mềm HIS
Cài đặt, cấu hình và triển khai HIS tại các khoa/phòng.
Hỗ trợ kỹ thuật, xử lý sự cố và hướng dẫn người dùng.
3. Vận hành – Bảo trì hệ thống
Giám sát hoạt động hệ thống, kịp thời xử lý lỗi phát sinh.
Thực hiện bảo trì, nâng cấp phần mềm theo kế hoạch.
4. Phát triển – Cải tiến
Xây dựng báo cáo mới trên hệ thống/web app.
Phân tích yêu cầu và đề xuất cải tiến hệ thống HIS.
Tham gia tối ưu trải nghiệm người dùng.
5. Quản lý dữ liệu & báo cáo
Quản lý, sao lưu, phục hồi dữ liệu hệ thống.
Tổng hợp phản hồi, báo cáo vấn đề để cải thiện chất lượng phần mềm."
Java Developer ( Bank ),"Backend Developer, IT - Phần mềm",2,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,18000000,25000000,VND,3/9/2026,3/4/2026,"Tham gia phát triển, tối ưu và bảo trì hệ thống phần mềm sử dụng Java Spring Boot.
Thiết kế, xây dựng các dịch vụ theo kiến trúc Microservice.
Làm việc với hệ quản trị cơ sở dữ liệu như PostgreSQL, MongoDB.
Phối hợp với các bộ phận liên quan để phân tích yêu cầu và đưa ra giải pháp kỹ thuật phù hợp.
Xử lý nhanh các tình huống thực tế phát sinh trong quá trình phát triển phần mềm."
Odoo Developer (Leader),"Software Engineer, IT - Phần mềm",3,Hà Nội,Công ty CP Phần mềm MOR,onsite,,,,3/9/2026,3/4/2026,"Phát triển và mở rộng các module Odoo (CRM, Sales, HR, Manufacturing,...)
Tích hợp Odoo với các hệ thống khác (API/REST)
Đảm bảo hiệu suất, bảo mật và khả năng mở rộng của hệ thống
Phân tích, đánh giá yêu cầu sử dụng của khách hàng và đưa ra giải pháp
Đóng vai trò core-member ngay từ giai đoạn đầu (build-up team), định hướng lead team"
Intern Android ( Kotlin + Jetpack Compose),Mobile Developer,1,Đà Nẵng,CÔNG TY CỔ PHẦN CÔNG NGHỆ IZI SOFTWARE,onsite,,,,3/9/2026,3/4/2026,"Tham gia vào quá trình phát triển ứng dụng di động cho các nền tảng iOS và Android.
Viết code, kiểm thử, và triển khai các tính năng mới.
Tham gia vào việc phân tích, thiết kế và review code.
Phối hợp với các thành viên khác trong team để đảm bảo chất lượng và tiến độ dự án.
Khắc phục và sửa lỗi phát sinh trong quá trình phát triển.
Đảm bảo ứng dụng hoạt động tốt trên nhiều thiết bị và phiên bản hệ điều hành khác nhau.
Tìm hiểu và áp dụng các công nghệ mới để cải thiện hiệu suất và trải nghiệm người dùng."
Thực Tập Sinh Java /Cloud,"Backend Developer, IT - Phần mềm",1,Hồ Chí Minh,FPT Software,onsite,,,,3/9/2026,3/4/2026,#NAME?
Frontend Developer,"Frontend Developer, IT - Phần mềm, Ngân hàng, Tài chính",5,Hà Nội,Ngân Hàng TMCP An Bình,onsite,,,,3/9/2026,3/4/2026,"-Thực hiện thiết kế và phát triển ứng dụng cho hệ thống nền tảng công nghệ đáp ứng nhu cầu kinh doanh
- Tuân theo các tiêu chuẩn thiết kế, tiêu chuẩn mã nguồn, đảm bảo khả năng kiểm thử, bảo mật và hiệu năng cao cho hệ thống.
- Phối hợp với các bộ phận kiến trúc, kiểm thử, phân tích kỹ thuật, phân tích nghiệp vụ,... triển khai dự án đảm bảo các yêu cầu về chất lượng, tiến độ.
- Thực hiện Unit Test. Hỗ trợ kiểm thử SIT/UAT, sửa lỗi và nghiệm thu chức năng.
- Review code, quản lý merge code, hỗ trợ kỹ thuật và đào tạo các thành viên trong dự án.
- Thực hiện tối ưu hóa, cải tiến kiến trúc và mở rộng hệ thống.
- Xây dựng tài liệu kỹ thuật, tài liệu hướng dẫn triển khai hệ thống."
Senior Front-End Developer,Software Engineer,4,Hồ Chí Minh,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,,3/9/2026,3/4/2026,"Application Development:
Analyze business requirements and propose technical solutions
Design and develop responsive web applications
Build clean, maintainable, and scalable frontend architecture
Integrate frontend systems with backend services (REST APIs, WebAPI, etc.)
Technical Excellence:
Write reusable, efficient, and testable code
Develop and execute unit tests
Troubleshoot, debug, and optimize existing systems
Ensure code quality and adherence to technical standards
Collaboration & Delivery:
Work closely with Backend Developers, Business Analysts, and QA
Handle multiple projects/tasks simultaneously
Estimate development effort and meet project deadlines
Provide production support when required"
Java Developer,"Backend Developer, IT - Phần mềm",3,Hà Nội,Công ty CP Kinh doanh F88,onsite,18000000,33000000,VND,3/9/2026,3/4/2026,"1. Nội dung chi tiết:
Phân tích yêu cầu, thiết kế hệ thống (sẽ được hướng dẫn) và phát triển front-end/ back-end cho các dự án với dữ liệu lớn, tích hợp đối tác và product của Công ty (ưu tiên Back-end)
Thu thập dữ liệu, triển khai hệ thống xử lý, phân tích dữ liệu lớn hàng chục triệu khách hàng đồng thời
Phát triển các phần mềm để thúc đẩy kinh doanh cho Công ty
Xây dựng hệ thống Core của Công ty
Tham gia tối ưu và tái kiến trúc lại hệ thống hiện tại
Thực hiện các công việc khác theo sự phân công của Quản lý
2. Thời gian làm việc:
08h30 - 17h30 (Thứ Hai - Thứ Sáu; nghỉ Thứ Bảy + Chủ nhật)
3. Địa điểm làm việc:
Tòa nhà G-Group, 5 Nguyễn Thị Duệ, Cầu Giấy, Hà Nội"
Java Fullstack Developer,Fullstack Developer,4,Hồ Chí Minh,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,,3/9/2026,15/04/2026,"Backend (Java)
Thành thạo Java Core, OOP, multithreading
Có kinh nghiệm Spring Boot, Spring MVC, Spring Data JPA
Thiết kế và phát triển RESTful APIs
Hiểu và áp dụng Spring Security / OAuth2 / JWT
Có kinh nghiệm làm việc với message queue (RabbitMQ/Kafka) là lợi thế
Hiểu về transaction management và performance tuning
Frontend
Thành thạo HTML5, CSS3, typescript, JavaScript (ES6+)
Có kinh nghiệm với React.js (hoặc Angular/Vue tùy dự án)
Hiểu responsive design (Flexbox, Bootstrap)
Giao tiếp với backend qua REST/JSON
Có kinh nghiệm state management là lợi thế
Công cụ & DevOps
Làm việc với RDBMS (SQL Server/DB2/Oracle…)
Thành thạo Git
Có kinh nghiệm CI/CD (Jenkins/GitHub Actions…)
Có kinh nghiệm Docker (lợi thế lớn)
Kiến thức bổ sung
Hiểu kiến trúc Monolithic và Microservices
Có kinh nghiệm thiết kế hệ thống scalable là lợi thế
Hiểu về bảo mật web (XSS, CSRF, SQL Injection…)
Có kinh nghiệm Cloud (AWS/Azure/GCP) là lợi thế
Làm việc theo Agile/Scrum"
Thực Tập Sinh .NET,"Backend Developer, IT - Phần cứng và máy tính, IT - Phần mềm",,Hà Nội,Công ty Cổ phần Công nghệ KiotViet,onsite,3000000,5000000,VND,3/9/2026,3/4/2026,"Học tập và tham gia phát triển sản phẩm phần mềm quản lý bán hàng Kiotviet.
Tham gia phát triển sản phẩm phần mềm cùng team Tech theo từng mảng .NET: phát triển backend/API, xử lý logic nghiệp vụ.
Tìm hiểu và được đào tạo về kiến trúc microservices
Tham gia sửa lỗi (bug fixing), cải tiến tính năng dưới sự hướng dẫn của mentor.
Tham gia code review, học cách đọc và hiểu codebase hiện có.
Thực hiện các nhiệm vụ khác theo phân công của Tech Lead/Mentor."
Fullstack Developer (AI-Native),"Fullstack Developer, IT - Phần mềm",3,Đà Nẵng,CÔNG TY TNHH CÔNG NGHỆ ZIMAW,onsite,,,,3/9/2026,11/4/2026,"Build and ship end-to-end product features using React, Supabase, and modern web tooling
Actively use AI-native development tools (e.g. Lovable, Cursor, Claude Code) as core daily tools, not just for occasional help
Design and implement frontend components using modern React patterns
Design database schemas and backend logic using Supabase (Postgres, Auth, Storage, Edge Functions)
Work closely with the founder and PM to clarify requirements and iterate quickly
Use AI-native development tools (e.g. Lovable, Cursor, Claude Code) as part of daily workflow
Balance speed and quality, focusing on functional correctness and user value
Continuously improve and refactor as the product evolves"
Mobile Dev (Swift/ Kotlin ) – Banking,"Mobile Developer, IT - Phần mềm",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,25000000,VND,3/9/2026,3/4/2026,"Tham gia phát triển và nâng cấp ứng dụng Mobile (iOS/Android) cho các hệ thống trong lĩnh vực Ngân hàng/Tài chính.
Phát triển ứng dụng iOS sử dụng Swift hoặc Android sử dụng Kotlin.
Phối hợp với BA, UI/UX, Backend Developer để phân tích yêu cầu và phát triển các tính năng của ứng dụng.
Thiết kế và xây dựng UI/UX Mobile, đảm bảo hiệu năng và trải nghiệm người dùng.
Tích hợp và làm việc với RESTful APIs từ hệ thống backend.
Thực hiện debug, tối ưu hiệu năng và cải thiện chất lượng ứng dụng.
Phối hợp với QA/Test trong quá trình kiểm thử và phát hành ứng dụng.
Tham gia bảo trì, nâng cấp và cải tiến các ứng dụng mobile hiện có."
Middle Frontend Developer,"Frontend Developer, IT - Phần mềm",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,onsite,15000000,25000000,VND,3/9/2026,3/4/2026,"Phát triển và triển khai các thành phần giao diện người dùng cho ứng dụng web đảm bảo tính tương thích và trải nghiệm người dùng tốt trên nhiều thiết bị.
Sử dụng các công nghệ và Frameworks hiện đại để tạo ra các giao diện hấp dẫn và dễ sử dụng.
Tích hợp giao diện Frontend với Backend một cách hiệu quả, đảm bảo dữ liệu và giao diện đồng bộ.
Tối ưu hóa hiệu suất ứng dụng.
Thực hiện kiểm tra chức năng và giao diện, phát hiện và khắc phục các lỗi trong mã nguồn.
Các công việc khác theo theo nhiệm vụ được giao."
Frontend Developer ( Angular ) – Banking Project,"Frontend Developer, IT - Phần mềm",2,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,25000000,VND,3/9/2026,3/4/2026,"Tham gia phát triển và nâng cấp ứng dụng Web Frontend sử dụng Angular cho các hệ thống trong lĩnh vực Ngân hàng/Tài chính.
Phân tích yêu cầu nghiệp vụ và phối hợp với BA, UI/UX, Backend Developer để xây dựng các chức năng hệ thống.
Thiết kế và phát triển UI/UX responsive, đảm bảo hiệu năng và trải nghiệm người dùng.
Tích hợp RESTful API với các hệ thống backend.
Thực hiện code review, tối ưu và cải thiện chất lượng mã nguồn.
Phối hợp với team QA/Test để đảm bảo chất lượng sản phẩm trước khi triển khai.
Tham gia bảo trì, nâng cấp và tối ưu các hệ thống hiện có."
Angular Developer ( Bank ),"Software Engineer, IT - Phần mềm",3,Hà Nội,Công ty Cổ phần Công nghệ Phần mềm Tinh Vân,onsite,20000000,26000000,VND,3/9/2026,3/4/2026,"Đọc và tìm hiểu tài liệu thiết kế
Tham gia vào toàn bộ chu kì phát triển sản phẩm phần mềm: thiết kế hệ thống, lựa chọn công nghệ, lập trình, kiểm soát chất lượng, triển khai
Chủ động thảo luận, thiết kế, phối hợp và tư vấn về API Backend Team
Tìm hiểu các công nghệ mới nhất và lên thiết kế áp dụng cho hệ thống hiện tại.
Nghiên cứu nắm bắt công nghệ mới.
Báo cáo tiến độ cho quản lý"
Giảng Viên IT (Dạy Fintech),"Blockchain Engineer, IT - Phần mềm, Tài chính",2,Hồ Chí Minh,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,onsite,,,,3/9/2026,4/4/2026,"Giảng dạy các học phần:
FinTech ecosystem, business models & RegTech
Lập trình & Data pipeline cho FinTech
Ứng dụng AI trong FinTech
Blockchain cho tài chính
Cloud, DevOps & Cybersecurity trong FinTech
Hướng dẫn Project FinTech end-to-end (Backend API, DB, Frontend, AI, Cloud).
Tham gia cải tiến chương trình đào tạo."
Lập Trình Viên Quản Trị Hệ Thống ( Java / ASP.Net ),"Software Engineer, IT - Phần mềm",3,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,35000000,35000000,VND,3/9/2026,3/4/2026,"Phân tích yêu cầu người dùng, tạo báo cáo sản xuất.
Quản trị hệ thống cơ sở dữ liệu. Hỗ trợ ứng dụng tích hợp (sự cố, thay đổi, hệ thống, sự cố, quản trị viên) (authentication, RESTful API, Git, SOAP webservice...).
Hỗ trợ người dùng, bộ phận IT xử lý các sự cố phát sinh.
Phối hợp với các phòng ban và đối tác giải quyết các vấn đề phát sinh cho hệ thống MES
Đào tạo người dùng, tư vấn cải tiến mới cho hệ thống và dự án.
Hỗ trợ ứng dụng MES (sự cố, thay đổi, sự cố, quản trị viên hệ thống).
Thiết kế, phát triển và thực hiện các giải pháp kỹ thuật, giao diện, cải tiến, báo cáo, biểu mẫu và quy trình công việc.
Hỗ trợ sau Golive
Báo cáo và ghi nhận các sự cố, nhật ký công việc.
Thực hiện công việc khác theo yêu cầu của quản lý trực tiếp."
Fullstack Developer (Middle),"Fullstack Developer, IT - Phần mềm, Thương mại điện tử",2,Hồ Chí Minh,CÔNG TY CỔ PHẦN CARMALL TYRE,onsite,,,,3/9/2026,4/4/2026,"Tuỳ vào kỹ năng của ứng viên sẽ tham gia một vài giai đoạn trong việc phát triển các sản phẩm eCommerce dưới đây:
Backend
Phát triển NestJS API (RESTful).
Thiết kế và tối ưu database (PostgreSQL).
Xử lý logic nghiệp vụ: sản phẩm, biến thể, giỏ hàng, đơn hàng, khuyến mãi, tích điểm, thanh toán, ...
Tối ưu hiệu năng cho hệ thống có traffic thực tế.
Frontend
Phát triển giao diện bằng React / NextJS.
Tối ưu UX/UI cho website thương mại điện tử.
Tích hợp API, xử lý state management.
Tối ưu SEO kỹ thuật và tốc độ tải trang.
Mobile App (React Native)
Tham gia phát triển và ứng dụng mobile bằng React Native.
Tích hợp API backend cho mobile app.
Tối ưu hiệu năng, xử lý state và quản lý navigation.
Hỗ trợ build, release và deploy ứng dụng lên App Store / Google Play.
Phối hợp với team backend để đảm bảo đồng bộ dữ liệu giữa web và mobile.
Hệ thống & Vận hành
Deploy ứng dụng (VPS / Cloud).
Làm việc với CI/CD.
Theo dõi cải thiện và xử lý lỗi ở production."
WordPress Developer,"Frontend Developer, IT - Phần mềm",1,Nghệ An,CÔNG TY TNHH CÔNG NGHỆ SMO,onsite,12000000,12000000,VND,3/9/2026,3/4/2026,"Chuyển đổi file thiết kế (Figma/PSD/XD…) thành website WordPress hoàn chỉnh (HTML, CSS, PHP).
Xây dựng và tùy chỉnh theme WordPress, sử dụng ACF (Advanced Custom Fields), Elementor, Divi, Astra, Gutenberg.
Tích hợp plugin và kết nối API của bên thứ ba (cổng thanh toán, CRM, email marketing…).
Tối ưu hiệu suất website (tốc độ tải trang, Core Web Vitals).
Đảm bảo bảo mật hệ thống WordPress (backup, firewall, chống malware).
Sửa lỗi, nâng cấp và bảo trì website định kỳ.
Thực hiện các công việc kỹ thuật khác liên quan đến WordPress theo phân công."
